id,category,route,trial,status,expected_answer,final_output,correct,error_code,latency_wall_s,sym_expr,sym_output,log_file
ALG63,ALG,SYM,1,ok,9,9,1,E0,0.0066,(x + -9)/8 = 0,9,runs_hybrid_v1/20251221_191702/logs/ALG63__SYM__t1.json
ALG64,ALG,SYM,1,ok,60,60,1,E0,0.0072,x/6 = 10,60,runs_hybrid_v1/20251221_191702/logs/ALG64__SYM__t1.json
ALG65,ALG,SYM,1,ok,10,10,1,E0,0.0049,3x - (x - 5) = 25,10,runs_hybrid_v1/20251221_191702/logs/ALG65__SYM__t1.json
ALG66,ALG,SYM,1,ok,-6,-6,1,E0,0.0077,10x + 23 = -37,-6,runs_hybrid_v1/20251221_191702/logs/ALG66__SYM__t1.json
ALG67,ALG,SYM,1,ok,9,9,1,E0,0.0075,4(x + 5) = 56,9,runs_hybrid_v1/20251221_191702/logs/ALG67__SYM__t1.json
ALG68,ALG,SYM,1,ok,8,8,1,E0,0.0114,(x + -15)/7 = -1,8,runs_hybrid_v1/20251221_191702/logs/ALG68__SYM__t1.json
ALG69,ALG,SYM,1,ok,-156,-156,1,E0,0.0071,x/12 = -13,-156,runs_hybrid_v1/20251221_191702/logs/ALG69__SYM__t1.json
ALG70,ALG,SYM,1,ok,-16,-16,1,E0,0.0049,3x - (x - 5) = -27,-16,runs_hybrid_v1/20251221_191702/logs/ALG70__SYM__t1.json
ALG71,ALG,SYM,1,ok,20,20,1,E0,0.0077,11x + -24 = 196,20,runs_hybrid_v1/20251221_191702/logs/ALG71__SYM__t1.json
ALG72,ALG,SYM,1,ok,-1,-1,1,E0,0.0077,4(x + 3) = 8,-1,runs_hybrid_v1/20251221_191702/logs/ALG72__SYM__t1.json
ALG73,ALG,SYM,1,ok,-23,-23,1,E0,0.0088,(x + -12)/7 = -5,-23,runs_hybrid_v1/20251221_191702/logs/ALG73__SYM__t1.json
ALG74,ALG,SYM,1,ok,-108,-108,1,E0,0.0069,x/6 = -18,-108,runs_hybrid_v1/20251221_191702/logs/ALG74__SYM__t1.json
ALG75,ALG,SYM,1,ok,-6,-6,1,E0,0.0064,3x - (x - 5) = -7,-6,runs_hybrid_v1/20251221_191702/logs/ALG75__SYM__t1.json
ALG76,ALG,SYM,1,ok,-19,-19,1,E0,0.0078,12x + -6 = -234,-19,runs_hybrid_v1/20251221_191702/logs/ALG76__SYM__t1.json
ALG77,ALG,SYM,1,ok,-11,-11,1,E0,0.0083,12(x + -4) = -180,-11,runs_hybrid_v1/20251221_191702/logs/ALG77__SYM__t1.json
ALG78,ALG,SYM,1,ok,-18,-18,1,E0,0.0116,(x + -15)/11 = -3,-18,runs_hybrid_v1/20251221_191702/logs/ALG78__SYM__t1.json
ALG79,ALG,SYM,1,ok,-90,-90,1,E0,0.0106,x/9 = -10,-90,runs_hybrid_v1/20251221_191702/logs/ALG79__SYM__t1.json
ALG80,ALG,SYM,1,ok,10,10,1,E0,0.0049,3x - (x - 5) = 25,10,runs_hybrid_v1/20251221_191702/logs/ALG80__SYM__t1.json
ALG81,ALG,SYM,1,ok,-18,-18,1,E0,0.0065,10x + -19 = -199,-18,runs_hybrid_v1/20251221_191702/logs/ALG81__SYM__t1.json
ALG82,ALG,SYM,1,ok,-9,-9,1,E0,0.0079,5(x + 10) = 5,-9,runs_hybrid_v1/20251221_191702/logs/ALG82__SYM__t1.json
ALG83,ALG,SYM,1,ok,-9,-9,1,E0,0.0086,(x + -13)/11 = -2,-9,runs_hybrid_v1/20251221_191702/logs/ALG83__SYM__t1.json
ALG84,ALG,SYM,1,ok,132,132,1,E0,0.0046,x/12 = 11,132,runs_hybrid_v1/20251221_191702/logs/ALG84__SYM__t1.json
ALG85,ALG,SYM,1,ok,19,19,1,E0,0.0070,3x - (x - 5) = 43,19,runs_hybrid_v1/20251221_191702/logs/ALG85__SYM__t1.json
ALG86,ALG,SYM,1,ok,2,2,1,E0,0.0070,4x + 21 = 29,2,runs_hybrid_v1/20251221_191702/logs/ALG86__SYM__t1.json
ALG87,ALG,SYM,1,ok,11,11,1,E0,0.0076,4(x + 9) = 80,11,runs_hybrid_v1/20251221_191702/logs/ALG87__SYM__t1.json
ALG88,ALG,SYM,1,ok,-19,-19,1,E0,0.0082,(x + -16)/7 = -5,-19,runs_hybrid_v1/20251221_191702/logs/ALG88__SYM__t1.json
ALG89,ALG,SYM,1,ok,-126,-126,1,E0,0.0071,x/7 = -18,-126,runs_hybrid_v1/20251221_191702/logs/ALG89__SYM__t1.json
ALG90,ALG,SYM,1,ok,4,4,1,E0,0.0056,3x - (x - 5) = 13,4,runs_hybrid_v1/20251221_191702/logs/ALG90__SYM__t1.json
ALG91,ALG,SYM,1,ok,-5,-5,1,E0,0.0075,4x + -25 = -45,-5,runs_hybrid_v1/20251221_191702/logs/ALG91__SYM__t1.json
ALG92,ALG,SYM,1,ok,17,17,1,E0,0.0084,8(x + 6) = 184,17,runs_hybrid_v1/20251221_191702/logs/ALG92__SYM__t1.json
ALG93,ALG,SYM,1,ok,4,4,1,E0,0.0104,(x + 8)/12 = 1,4,runs_hybrid_v1/20251221_191702/logs/ALG93__SYM__t1.json
ALG94,ALG,SYM,1,ok,135,135,1,E0,0.0070,x/9 = 15,135,runs_hybrid_v1/20251221_191702/logs/ALG94__SYM__t1.json
ALG95,ALG,SYM,1,ok,-18,-18,1,E0,0.0065,3x - (x - 5) = -31,-18,runs_hybrid_v1/20251221_191702/logs/ALG95__SYM__t1.json
ALG96,ALG,SYM,1,ok,18,18,1,E0,0.0077,8x + -2 = 142,18,runs_hybrid_v1/20251221_191702/logs/ALG96__SYM__t1.json
ALG97,ALG,SYM,1,ok,-4,-4,1,E0,0.0071,8(x + 1) = -24,-4,runs_hybrid_v1/20251221_191702/logs/ALG97__SYM__t1.json
ALG98,ALG,SYM,1,ok,-16,-16,1,E0,0.0085,(x + 4)/6 = -2,-16,runs_hybrid_v1/20251221_191702/logs/ALG98__SYM__t1.json
ALG99,ALG,SYM,1,ok,0,0,1,E0,0.0049,x/9 = 0,0,runs_hybrid_v1/20251221_191702/logs/ALG99__SYM__t1.json
ALG100,ALG,SYM,1,ok,-10,-10,1,E0,0.0064,3x - (x - 5) = -15,-10,runs_hybrid_v1/20251221_191702/logs/ALG100__SYM__t1.json
LOG11,LOG,LLM,1,ok,Yes,Yes,1,E0,3.8734,,,runs_hybrid_v1/20251221_191702/logs/LOG11__LLM__t1.json
LOG12,LOG,LLM,1,ok,No,Yes,0,E2,13.2518,,,runs_hybrid_v1/20251221_191702/logs/LOG12__LLM__t1.json
LOG13,LOG,LLM,1,ok,Yes,Yes,1,E0,4.1091,,,runs_hybrid_v1/20251221_191702/logs/LOG13__LLM__t1.json
LOG14,LOG,LLM,1,ok,No,Yes,0,E2,4.1649,,,runs_hybrid_v1/20251221_191702/logs/LOG14__LLM__t1.json
LOG15,LOG,LLM,1,ok,Yes,Yes,1,E0,4.1261,,,runs_hybrid_v1/20251221_191702/logs/LOG15__LLM__t1.json
LOG16,LOG,LLM,1,ok,No,No,1,E0,4.1529,,,runs_hybrid_v1/20251221_191702/logs/LOG16__LLM__t1.json
LOG17,LOG,LLM,1,ok,Yes,No,0,E2,4.2292,,,runs_hybrid_v1/20251221_191702/logs/LOG17__LLM__t1.json
LOG18,LOG,LLM,1,ok,Yes,Yes,1,E0,1.5310,,,runs_hybrid_v1/20251221_191702/logs/LOG18__LLM__t1.json
LOG19,LOG,LLM,1,ok,Yes,Yes,1,E0,1.6015,,,runs_hybrid_v1/20251221_191702/logs/LOG19__LLM__t1.json
LOG20,LOG,LLM,1,ok,Yes,No,0,E2,4.3043,,,runs_hybrid_v1/20251221_191702/logs/LOG20__LLM__t1.json
LOG21,LOG,LLM,1,ok,Yes,Yes,1,E0,4.2565,,,runs_hybrid_v1/20251221_191702/logs/LOG21__LLM__t1.json
LOG22,LOG,LLM,1,ok,No,Yes,0,E2,4.2766,,,runs_hybrid_v1/20251221_191702/logs/LOG22__LLM__t1.json
LOG23,LOG,LLM,1,ok,Yes,Yes,1,E0,4.2612,,,runs_hybrid_v1/20251221_191702/logs/LOG23__LLM__t1.json
LOG24,LOG,LLM,1,ok,No,Yes,0,E2,4.2637,,,runs_hybrid_v1/20251221_191702/logs/LOG24__LLM__t1.json
LOG25,LOG,LLM,1,ok,Yes,Yes,1,E0,4.2385,,,runs_hybrid_v1/20251221_191702/logs/LOG25__LLM__t1.json
LOG26,LOG,LLM,1,ok,No,No,1,E0,4.3459,,,runs_hybrid_v1/20251221_191702/logs/LOG26__LLM__t1.json
LOG27,LOG,LLM,1,ok,Yes,No,0,E2,4.3503,,,runs_hybrid_v1/20251221_191702/logs/LOG27__LLM__t1.json
LOG28,LOG,LLM,1,ok,Yes,Yes,1,E0,1.6069,,,runs_hybrid_v1/20251221_191702/logs/LOG28__LLM__t1.json
LOG29,LOG,LLM,1,ok,Yes,Yes,1,E0,1.6133,,,runs_hybrid_v1/20251221_191702/logs/LOG29__LLM__t1.json
LOG30,LOG,LLM,1,ok,Yes,No,0,E2,4.3440,,,runs_hybrid_v1/20251221_191702/logs/LOG30__LLM__t1.json
LOG31,LOG,LLM,1,ok,Yes,Yes,1,E0,4.3805,,,runs_hybrid_v1/20251221_191702/logs/LOG31__LLM__t1.json
LOG32,LOG,LLM,1,ok,No,Yes,0,E2,4.2844,,,runs_hybrid_v1/20251221_191702/logs/LOG32__LLM__t1.json
LOG33,LOG,LLM,1,ok,Yes,Yes,1,E0,4.2814,,,runs_hybrid_v1/20251221_191702/logs/LOG33__LLM__t1.json
LOG34,LOG,LLM,1,ok,No,Yes,0,E2,4.4235,,,runs_hybrid_v1/20251221_191702/logs/LOG34__LLM__t1.json
LOG35,LOG,LLM,1,ok,Yes,Yes,1,E0,4.4241,,,runs_hybrid_v1/20251221_191702/logs/LOG35__LLM__t1.json
LOG36,LOG,LLM,1,ok,No,No,1,E0,4.3087,,,runs_hybrid_v1/20251221_191702/logs/LOG36__LLM__t1.json
LOG37,LOG,LLM,1,ok,Yes,No,0,E2,4.3447,,,runs_hybrid_v1/20251221_191702/logs/LOG37__LLM__t1.json
LOG38,LOG,LLM,1,ok,Yes,Yes,1,E0,1.6512,,,runs_hybrid_v1/20251221_191702/logs/LOG38__LLM__t1.json
LOG39,LOG,LLM,1,ok,Yes,Yes,1,E0,1.5985,,,runs_hybrid_v1/20251221_191702/logs/LOG39__LLM__t1.json
LOG40,LOG,LLM,1,ok,Yes,No,0,E2,4.3806,,,runs_hybrid_v1/20251221_191702/logs/LOG40__LLM__t1.json
LOG41,LOG,LLM,1,ok,Yes,Yes,1,E0,4.4233,,,runs_hybrid_v1/20251221_191702/logs/LOG41__LLM__t1.json
LOG42,LOG,LLM,1,ok,No,Yes,0,E2,4.3306,,,runs_hybrid_v1/20251221_191702/logs/LOG42__LLM__t1.json
LOG43,LOG,LLM,1,ok,Yes,Yes,1,E0,4.4295,,,runs_hybrid_v1/20251221_191702/logs/LOG43__LLM__t1.json
LOG44,LOG,LLM,1,ok,No,Yes,0,E2,4.4217,,,runs_hybrid_v1/20251221_191702/logs/LOG44__LLM__t1.json
LOG45,LOG,LLM,1,ok,Yes,Yes,1,E0,4.3222,,,runs_hybrid_v1/20251221_191702/logs/LOG45__LLM__t1.json
LOG46,LOG,LLM,1,ok,No,No,1,E0,4.4232,,,runs_hybrid_v1/20251221_191702/logs/LOG46__LLM__t1.json
LOG47,LOG,LLM,1,ok,Yes,No,0,E2,4.3790,,,runs_hybrid_v1/20251221_191702/logs/LOG47__LLM__t1.json
LOG48,LOG,LLM,1,ok,Yes,Yes,1,E0,1.6445,,,runs_hybrid_v1/20251221_191702/logs/LOG48__LLM__t1.json
LOG49,LOG,LLM,1,ok,Yes,Yes,1,E0,1.7006,,,runs_hybrid_v1/20251221_191702/logs/LOG49__LLM__t1.json
LOG50,LOG,LLM,1,ok,Yes,No,0,E2,4.4103,,,runs_hybrid_v1/20251221_191702/logs/LOG50__LLM__t1.json
LOG51,LOG,LLM,1,ok,Yes,Yes,1,E0,4.3401,,,runs_hybrid_v1/20251221_191702/logs/LOG51__LLM__t1.json
LOG52,LOG,LLM,1,ok,No,Yes,0,E2,4.4218,,,runs_hybrid_v1/20251221_191702/logs/LOG52__LLM__t1.json
LOG53,LOG,LLM,1,ok,Yes,Yes,1,E0,4.5893,,,runs_hybrid_v1/20251221_191702/logs/LOG53__LLM__t1.json
LOG54,LOG,LLM,1,ok,No,Yes,0,E2,4.4182,,,runs_hybrid_v1/20251221_191702/logs/LOG54__LLM__t1.json
LOG55,LOG,LLM,1,ok,Yes,Yes,1,E0,4.4706,,,runs_hybrid_v1/20251221_191702/logs/LOG55__LLM__t1.json
LOG56,LOG,LLM,1,ok,No,No,1,E0,4.3995,,,runs_hybrid_v1/20251221_191702/logs/LOG56__LLM__t1.json
LOG57,LOG,LLM,1,ok,Yes,No,0,E2,4.3811,,,runs_hybrid_v1/20251221_191702/logs/LOG57__LLM__t1.json
LOG58,LOG,LLM,1,ok,Yes,Yes,1,E0,1.6473,,,runs_hybrid_v1/20251221_191702/logs/LOG58__LLM__t1.json
LOG59,LOG,LLM,1,ok,Yes,Yes,1,E0,1.6792,,,runs_hybrid_v1/20251221_191702/logs/LOG59__LLM__t1.json
LOG60,LOG,LLM,1,ok,Yes,No,0,E2,4.5028,,,runs_hybrid_v1/20251221_191702/logs/LOG60__LLM__t1.json
LOG61,LOG,LLM,1,ok,Yes,Yes,1,E0,4.4310,,,runs_hybrid_v1/20251221_191702/logs/LOG61__LLM__t1.json
LOG62,LOG,LLM,1,ok,No,Yes,0,E2,4.4193,,,runs_hybrid_v1/20251221_191702/logs/LOG62__LLM__t1.json
LOG63,LOG,LLM,1,ok,Yes,Yes,1,E0,4.5006,,,runs_hybrid_v1/20251221_191702/logs/LOG63__LLM__t1.json
LOG64,LOG,LLM,1,ok,No,Yes,0,E2,4.4641,,,runs_hybrid_v1/20251221_191702/logs/LOG64__LLM__t1.json
LOG65,LOG,LLM,1,ok,Yes,Yes,1,E0,4.4658,,,runs_hybrid_v1/20251221_191702/logs/LOG65__LLM__t1.json
LOG66,LOG,LLM,1,ok,No,No,1,E0,4.4724,,,runs_hybrid_v1/20251221_191702/logs/LOG66__LLM__t1.json
LOG67,LOG,LLM,1,ok,Yes,No,0,E2,4.5255,,,runs_hybrid_v1/20251221_191702/logs/LOG67__LLM__t1.json
LOG68,LOG,LLM,1,ok,Yes,Yes,1,E0,1.6759,,,runs_hybrid_v1/20251221_191702/logs/LOG68__LLM__t1.json
LOG69,LOG,LLM,1,ok,Yes,Yes,1,E0,1.6445,,,runs_hybrid_v1/20251221_191702/logs/LOG69__LLM__t1.json
LOG70,LOG,LLM,1,ok,Yes,No,0,E2,4.4351,,,runs_hybrid_v1/20251221_191702/logs/LOG70__LLM__t1.json
LOG71,LOG,LLM,1,ok,Yes,Yes,1,E0,4.5186,,,runs_hybrid_v1/20251221_191702/logs/LOG71__LLM__t1.json
LOG72,LOG,LLM,1,ok,No,Yes,0,E2,4.5436,,,runs_hybrid_v1/20251221_191702/logs/LOG72__LLM__t1.json
LOG73,LOG,LLM,1,ok,Yes,Yes,1,E0,4.5210,,,runs_hybrid_v1/20251221_191702/logs/LOG73__LLM__t1.json
LOG74,LOG,LLM,1,ok,No,Yes,0,E2,4.3627,,,runs_hybrid_v1/20251221_191702/logs/LOG74__LLM__t1.json
LOG75,LOG,LLM,1,ok,Yes,Yes,1,E0,4.6345,,,runs_hybrid_v1/20251221_191702/logs/LOG75__LLM__t1.json
LOG76,LOG,LLM,1,ok,No,No,1,E0,4.5209,,,runs_hybrid_v1/20251221_191702/logs/LOG76__LLM__t1.json
LOG77,LOG,LLM,1,ok,Yes,No,0,E2,4.5576,,,runs_hybrid_v1/20251221_191702/logs/LOG77__LLM__t1.json
LOG78,LOG,LLM,1,ok,Yes,Yes,1,E0,1.7152,,,runs_hybrid_v1/20251221_191702/logs/LOG78__LLM__t1.json
LOG79,LOG,LLM,1,ok,Yes,Yes,1,E0,1.6520,,,runs_hybrid_v1/20251221_191702/logs/LOG79__LLM__t1.json
LOG80,LOG,LLM,1,ok,Yes,No,0,E2,4.5340,,,runs_hybrid_v1/20251221_191702/logs/LOG80__LLM__t1.json
LOG81,LOG,LLM,1,ok,Yes,Yes,1,E0,4.4930,,,runs_hybrid_v1/20251221_191702/logs/LOG81__LLM__t1.json
LOG82,LOG,LLM,1,ok,No,Yes,0,E2,4.4976,,,runs_hybrid_v1/20251221_191702/logs/LOG82__LLM__t1.json
LOG83,LOG,LLM,1,ok,Yes,Yes,1,E0,4.4985,,,runs_hybrid_v1/20251221_191702/logs/LOG83__LLM__t1.json
LOG84,LOG,LLM,1,ok,No,Yes,0,E2,4.5014,,,runs_hybrid_v1/20251221_191702/logs/LOG84__LLM__t1.json
LOG85,LOG,LLM,1,ok,Yes,Yes,1,E0,4.5194,,,runs_hybrid_v1/20251221_191702/logs/LOG85__LLM__t1.json
LOG86,LOG,LLM,1,ok,No,No,1,E0,4.4739,,,runs_hybrid_v1/20251221_191702/logs/LOG86__LLM__t1.json
LOG87,LOG,LLM,1,ok,Yes,No,0,E2,4.5863,,,runs_hybrid_v1/20251221_191702/logs/LOG87__LLM__t1.json
LOG88,LOG,LLM,1,ok,Yes,Yes,1,E0,1.6486,,,runs_hybrid_v1/20251221_191702/logs/LOG88__LLM__t1.json
LOG89,LOG,LLM,1,ok,Yes,Yes,1,E0,1.7789,,,runs_hybrid_v1/20251221_191702/logs/LOG89__LLM__t1.json
LOG90,LOG,LLM,1,ok,Yes,No,0,E2,4.4914,,,runs_hybrid_v1/20251221_191702/logs/LOG90__LLM__t1.json
LOG91,LOG,LLM,1,ok,Yes,Yes,1,E0,4.5630,,,runs_hybrid_v1/20251221_191702/logs/LOG91__LLM__t1.json
LOG92,LOG,LLM,1,ok,No,Yes,0,E2,4.5379,,,runs_hybrid_v1/20251221_191702/logs/LOG92__LLM__t1.json
LOG93,LOG,LLM,1,ok,Yes,Yes,1,E0,4.4217,,,runs_hybrid_v1/20251221_191702/logs/LOG93__LLM__t1.json
LOG94,LOG,LLM,1,ok,No,Yes,0,E2,4.5507,,,runs_hybrid_v1/20251221_191702/logs/LOG94__LLM__t1.json
LOG95,LOG,LLM,1,ok,Yes,Yes,1,E0,4.5054,,,runs_hybrid_v1/20251221_191702/logs/LOG95__LLM__t1.json
LOG96,LOG,LLM,1,ok,No,No,1,E0,4.3372,,,runs_hybrid_v1/20251221_191702/logs/LOG96__LLM__t1.json
LOG97,LOG,LLM,1,ok,Yes,No,0,E2,4.5650,,,runs_hybrid_v1/20251221_191702/logs/LOG97__LLM__t1.json
LOG98,LOG,LLM,1,ok,Yes,Yes,1,E0,1.6868,,,runs_hybrid_v1/20251221_191702/logs/LOG98__LLM__t1.json
LOG99,LOG,LLM,1,ok,Yes,Yes,1,E0,1.6979,,,runs_hybrid_v1/20251221_191702/logs/LOG99__LLM__t1.json
LOG100,LOG,LLM,1,ok,Yes,No,0,E2,4.4650,,,runs_hybrid_v1/20251221_191702/logs/LOG100__LLM__t1.json
WP11,WP,LLM,1,ok,182,182,1,E0,8.6927,,,runs_hybrid_v1/20251221_191702/logs/WP11__LLM__t1.json
WP12,WP,LLM,1,ok,150,150,1,E0,8.5299,,,runs_hybrid_v1/20251221_191702/logs/WP12__LLM__t1.json
WP13,WP,LLM,1,ok,130,130,1,E0,9.2120,,,runs_hybrid_v1/20251221_191702/logs/WP13__LLM__t1.json
WP14,WP,LLM,1,ok,25,25,1,E0,10.8243,,,runs_hybrid_v1/20251221_191702/logs/WP14__LLM__t1.json
WP15,WP,LLM,1,ok,6,6,1,E0,10.3451,,,runs_hybrid_v1/20251221_191702/logs/WP15__LLM__t1.json
WP16,WP,LLM,1,ok,35,35,1,E0,10.1868,,,runs_hybrid_v1/20251221_191702/logs/WP16__LLM__t1.json
WP17,WP,LLM,1,ok,16,16,1,E0,9.5966,,,runs_hybrid_v1/20251221_191702/logs/WP17__LLM__t1.json
WP18,WP,LLM,1,ok,75,75,1,E0,10.6446,,,runs_hybrid_v1/20251221_191702/logs/WP18__LLM__t1.json
WP19,WP,LLM,1,ok,168,168,1,E0,9.8126,,,runs_hybrid_v1/20251221_191702/logs/WP19__LLM__t1.json
WP20,WP,LLM,1,ok,35,35,1,E0,9.5200,,,runs_hybrid_v1/20251221_191702/logs/WP20__LLM__t1.json
WP21,WP,LLM,1,ok,110,110,1,E0,8.5637,,,runs_hybrid_v1/20251221_191702/logs/WP21__LLM__t1.json
WP22,WP,LLM,1,ok,360,360,1,E0,8.6361,,,runs_hybrid_v1/20251221_191702/logs/WP22__LLM__t1.json
WP23,WP,LLM,1,ok,18,18,1,E0,8.8936,,,runs_hybrid_v1/20251221_191702/logs/WP23__LLM__t1.json
WP24,WP,LLM,1,ok,60,60,1,E0,10.9032,,,runs_hybrid_v1/20251221_191702/logs/WP24__LLM__t1.json
WP25,WP,LLM,1,ok,5,5,1,E0,10.2495,,,runs_hybrid_v1/20251221_191702/logs/WP25__LLM__t1.json
WP26,WP,LLM,1,ok,40,40,1,E0,10.1694,,,runs_hybrid_v1/20251221_191702/logs/WP26__LLM__t1.json
WP27,WP,LLM,1,ok,2,2,1,E0,9.6412,,,runs_hybrid_v1/20251221_191702/logs/WP27__LLM__t1.json
WP28,WP,LLM,1,ok,180,180,1,E0,10.3970,,,runs_hybrid_v1/20251221_191702/logs/WP28__LLM__t1.json
WP29,WP,LLM,1,ok,187,187,1,E0,9.7892,,,runs_hybrid_v1/20251221_191702/logs/WP29__LLM__t1.json
WP30,WP,LLM,1,ok,35,35,1,E0,2.2084,,,runs_hybrid_v1/20251221_191702/logs/WP30__LLM__t1.json
WP31,WP,LLM,1,ok,120,120,1,E0,8.7066,,,runs_hybrid_v1/20251221_191702/logs/WP31__LLM__t1.json
WP32,WP,LLM,1,ok,88,88,1,E0,8.8356,,,runs_hybrid_v1/20251221_191702/logs/WP32__LLM__t1.json
WP33,WP,LLM,1,ok,20,20,1,E0,8.8645,,,runs_hybrid_v1/20251221_191702/logs/WP33__LLM__t1.json
WP34,WP,LLM,1,ok,90,90,1,E0,9.8636,,,runs_hybrid_v1/20251221_191702/logs/WP34__LLM__t1.json
WP35,WP,LLM,1,ok,4,4,1,E0,10.3199,,,runs_hybrid_v1/20251221_191702/logs/WP35__LLM__t1.json
WP36,WP,LLM,1,ok,22,22,1,E0,10.0961,,,runs_hybrid_v1/20251221_191702/logs/WP36__LLM__t1.json
WP37,WP,LLM,1,ok,12,12,1,E0,10.0140,,,runs_hybrid_v1/20251221_191702/logs/WP37__LLM__t1.json
WP38,WP,LLM,1,ok,30,30,1,E0,10.8885,,,runs_hybrid_v1/20251221_191702/logs/WP38__LLM__t1.json
WP39,WP,LLM,1,ok,72,72,1,E0,9.7902,,,runs_hybrid_v1/20251221_191702/logs/WP39__LLM__t1.json
WP40,WP,LLM,1,ok,41,41,1,E0,12.4658,,,runs_hybrid_v1/20251221_191702/logs/WP40__LLM__t1.json
WP41,WP,LLM,1,ok,255,255,1,E0,8.7268,,,runs_hybrid_v1/20251221_191702/logs/WP41__LLM__t1.json
WP42,WP,LLM,1,ok,352,352,1,E0,8.9033,,,runs_hybrid_v1/20251221_191702/logs/WP42__LLM__t1.json
WP43,WP,LLM,1,ok,48,48,1,E0,9.3149,,,runs_hybrid_v1/20251221_191702/logs/WP43__LLM__t1.json
WP44,WP,LLM,1,ok,75,75,1,E0,11.6210,,,runs_hybrid_v1/20251221_191702/logs/WP44__LLM__t1.json
WP45,WP,LLM,1,ok,1,1,1,E0,10.4843,,,runs_hybrid_v1/20251221_191702/logs/WP45__LLM__t1.json
WP46,WP,LLM,1,ok,22,22,1,E0,1.6413,,,runs_hybrid_v1/20251221_191702/logs/WP46__LLM__t1.json
WP47,WP,LLM,1,ok,6,6,1,E0,9.8351,,,runs_hybrid_v1/20251221_191702/logs/WP47__LLM__t1.json
WP48,WP,LLM,1,ok,35,35,1,E0,8.9806,,,runs_hybrid_v1/20251221_191702/logs/WP48__LLM__t1.json
WP49,WP,LLM,1,ok,189,189,1,E0,9.8399,,,runs_hybrid_v1/20251221_191702/logs/WP49__LLM__t1.json
WP50,WP,LLM,1,ok,88,88,1,E0,12.2604,,,runs_hybrid_v1/20251221_191702/logs/WP50__LLM__t1.json
WP51,WP,LLM,1,ok,39,39,1,E0,8.6582,,,runs_hybrid_v1/20251221_191702/logs/WP51__LLM__t1.json
WP52,WP,LLM,1,ok,567,567,1,E0,9.3125,,,runs_hybrid_v1/20251221_191702/logs/WP52__LLM__t1.json
WP53,WP,LLM,1,ok,10,10,1,E0,9.3842,,,runs_hybrid_v1/20251221_191702/logs/WP53__LLM__t1.json
WP54,WP,LLM,1,ok,36,36,1,E0,11.1171,,,runs_hybrid_v1/20251221_191702/logs/WP54__LLM__t1.json
WP55,WP,LLM,1,ok,1,1,1,E0,10.2356,,,runs_hybrid_v1/20251221_191702/logs/WP55__LLM__t1.json
WP56,WP,LLM,1,ok,88,88,1,E0,10.1886,,,runs_hybrid_v1/20251221_191702/logs/WP56__LLM__t1.json
WP57,WP,LLM,1,ok,3,3,1,E0,9.8674,,,runs_hybrid_v1/20251221_191702/logs/WP57__LLM__t1.json
WP58,WP,LLM,1,ok,45,45,1,E0,10.4622,,,runs_hybrid_v1/20251221_191702/logs/WP58__LLM__t1.json
WP59,WP,LLM,1,ok,160,160,1,E0,9.7250,,,runs_hybrid_v1/20251221_191702/logs/WP59__LLM__t1.json
WP60,WP,LLM,1,ok,70,70,1,E0,12.3239,,,runs_hybrid_v1/20251221_191702/logs/WP60__LLM__t1.json
WP61,WP,LLM,1,ok,126,126,1,E0,8.6158,,,runs_hybrid_v1/20251221_191702/logs/WP61__LLM__t1.json
WP62,WP,LLM,1,ok,98,98,1,E0,8.8048,,,runs_hybrid_v1/20251221_191702/logs/WP62__LLM__t1.json
WP63,WP,LLM,1,ok,131,131,1,E0,9.1028,,,runs_hybrid_v1/20251221_191702/logs/WP63__LLM__t1.json
WP64,WP,LLM,1,ok,45,45,1,E0,11.2003,,,runs_hybrid_v1/20251221_191702/logs/WP64__LLM__t1.json
WP65,WP,LLM,1,ok,3,3,1,E0,11.1399,,,runs_hybrid_v1/20251221_191702/logs/WP65__LLM__t1.json
WP66,WP,LLM,1,ok,40,40,1,E0,10.2186,,,runs_hybrid_v1/20251221_191702/logs/WP66__LLM__t1.json
WP67,WP,LLM,1,ok,4,4,1,E0,9.9905,,,runs_hybrid_v1/20251221_191702/logs/WP67__LLM__t1.json
WP68,WP,LLM,1,ok,36,36,1,E0,10.6502,,,runs_hybrid_v1/20251221_191702/logs/WP68__LLM__t1.json
WP69,WP,LLM,1,ok,120,120,1,E0,9.8995,,,runs_hybrid_v1/20251221_191702/logs/WP69__LLM__t1.json
WP70,WP,LLM,1,ok,93,93,1,E0,12.2826,,,runs_hybrid_v1/20251221_191702/logs/WP70__LLM__t1.json
WP71,WP,LLM,1,ok,170,170,1,E0,8.7473,,,runs_hybrid_v1/20251221_191702/logs/WP71__LLM__t1.json
WP72,WP,LLM,1,ok,448,448,1,E0,8.6714,,,runs_hybrid_v1/20251221_191702/logs/WP72__LLM__t1.json
WP73,WP,LLM,1,ok,95,95,1,E0,9.0803,,,runs_hybrid_v1/20251221_191702/logs/WP73__LLM__t1.json
WP74,WP,LLM,1,ok,25,25,1,E0,10.8476,,,runs_hybrid_v1/20251221_191702/logs/WP74__LLM__t1.json
WP75,WP,LLM,1,ok,1,1,1,E0,10.9288,,,runs_hybrid_v1/20251221_191702/logs/WP75__LLM__t1.json
WP76,WP,LLM,1,ok,63,63,1,E0,10.8644,,,runs_hybrid_v1/20251221_191702/logs/WP76__LLM__t1.json
