id,category,prompt,expected_answer
AR107,AR,"Compute the value of the following expression.
Answer with only the final number.

271 - 181
",90
AR108,AR,"Compute the value of the following expression.
Answer with only the final number.

244 - 146
",98
AR109,AR,"Compute the value of the following expression.
Answer with only the final number.

398 + 279
",677
AR110,AR,"Compute the value of the following expression.
Answer with only the final number.

308 * 290
",89320
AR111,AR,"Compute the value of the following expression.
Answer with only the final number.

431 + 135
",566
AR112,AR,"Compute the value of the following expression.
Answer with only the final number.

200 - 80
",120
AR113,AR,"Compute the value of the following expression.
Answer with only the final number.

212 + 29
",241
AR114,AR,"Compute the value of the following expression.
Answer with only the final number.

32 * 116
",3712
AR115,AR,"Compute the value of the following expression.
Answer with only the final number.

89 * 170
",15130
AR116,AR,"Compute the value of the following expression.
Answer with only the final number.

191 * 232
",44312
AR117,AR,"Compute the value of the following expression.
Answer with only the final number.

474 * 45
",21330
AR118,AR,"Compute the value of the following expression.
Answer with only the final number.

367 - 143
",224
AR119,AR,"Compute the value of the following expression.
Answer with only the final number.

475 - 306
",169
AR120,AR,"Compute the value of the following expression.
Answer with only the final number.

188 + 268
",456
AR121,AR,"Compute the value of the following expression.
Answer with only the final number.

344 + 476
",820
AR122,AR,"Compute the value of the following expression.
Answer with only the final number.

359 + 309
",668
AR123,AR,"Compute the value of the following expression.
Answer with only the final number.

451 - 298
",153
AR124,AR,"Compute the value of the following expression.
Answer with only the final number.

93 + 254
",347
AR125,AR,"Compute the value of the following expression.
Answer with only the final number.

491 - 360
",131
AR126,AR,"Compute the value of the following expression.
Answer with only the final number.

496 * 81
",40176
AR127,AR,"Compute the value of the following expression.
Answer with only the final number.

328 * 327
",107256
AR128,AR,"Compute the value of the following expression.
Answer with only the final number.

84 + 282
",366
AR129,AR,"Compute the value of the following expression.
Answer with only the final number.

362 + 94
",456
AR130,AR,"Compute the value of the following expression.
Answer with only the final number.

396 * 268
",106128
AR131,AR,"Compute the value of the following expression.
Answer with only the final number.

406 * 211
",85666
AR132,AR,"Compute the value of the following expression.
Answer with only the final number.

372 - 76
",296
AR133,AR,"Compute the value of the following expression.
Answer with only the final number.

299 * 283
",84617
AR134,AR,"Compute the value of the following expression.
Answer with only the final number.

316 * 442
",139672
AR135,AR,"Compute the value of the following expression.
Answer with only the final number.

200 - 30
",170
AR136,AR,"Compute the value of the following expression.
Answer with only the final number.

486 + 198
",684
AR137,AR,"Compute the value of the following expression.
Answer with only the final number.

219 * 463
",101397
AR138,AR,"Compute the value of the following expression.
Answer with only the final number.

319 + 323
",642
AR139,AR,"Compute the value of the following expression.
Answer with only the final number.

170 + 126
",296
AR140,AR,"Compute the value of the following expression.
Answer with only the final number.

421 * 111
",46731
AR141,AR,"Compute the value of the following expression.
Answer with only the final number.

491 - 491
",0
AR142,AR,"Compute the value of the following expression.
Answer with only the final number.

362 * 403
",145886
AR143,AR,"Compute the value of the following expression.
Answer with only the final number.

311 - 262
",49
AR144,AR,"Compute the value of the following expression.
Answer with only the final number.

25 + 239
",264
AR145,AR,"Compute the value of the following expression.
Answer with only the final number.

434 + 160
",594
AR146,AR,"Compute the value of the following expression.
Answer with only the final number.

485 - 184
",301
AR147,AR,"Compute the value of the following expression.
Answer with only the final number.

258 + 356
",614
AR148,AR,"Compute the value of the following expression.
Answer with only the final number.

133 * 364
",48412
AR149,AR,"Compute the value of the following expression.
Answer with only the final number.

452 + 387
",839
AR150,AR,"Compute the value of the following expression.
Answer with only the final number.

312 - 200
",112
AR151,AR,"Compute the value of the following expression.
Answer with only the final number.

99 - 48
",51
AR152,AR,"Compute the value of the following expression.
Answer with only the final number.

19 * 118
",2242
AR153,AR,"Compute the value of the following expression.
Answer with only the final number.

437 + 319
",756
AR154,AR,"Compute the value of the following expression.
Answer with only the final number.

290 * 384
",111360
AR155,AR,"Compute the value of the following expression.
Answer with only the final number.

266 + 77
",343
AR156,AR,"Compute the value of the following expression.
Answer with only the final number.

476 * 140
",66640
AR157,AR,"Compute the value of the following expression.
Answer with only the final number.

390 * 35
",13650
AR158,AR,"Compute the value of the following expression.
Answer with only the final number.

249 * 195
",48555
AR159,AR,"Compute the value of the following expression.
Answer with only the final number.

383 * 200
",76600
AR160,AR,"Compute the value of the following expression.
Answer with only the final number.

218 - 213
",5
AR161,AR,"Compute the value of the following expression.
Answer with only the final number.

156 - 129
",27
AR162,AR,"Compute the value of the following expression.
Answer with only the final number.

470 + 170
",640
AR163,AR,"Compute the value of the following expression.
Answer with only the final number.

146 * 71
",10366
AR164,AR,"Compute the value of the following expression.
Answer with only the final number.

317 * 28
",8876
AR165,AR,"Compute the value of the following expression.
Answer with only the final number.

283 + 302
",585
AR166,AR,"Compute the value of the following expression.
Answer with only the final number.

199 * 285
",56715
AR167,AR,"Compute the value of the following expression.
Answer with only the final number.

429 + 399
",828
AR168,AR,"Compute the value of the following expression.
Answer with only the final number.

958 - 379
",579
AR169,AR,"Compute the value of the following expression.
Answer with only the final number.

811 * 758
",614738
AR170,AR,"Compute the value of the following expression.
Answer with only the final number.

567 + 273
",840
AR171,AR,"Compute the value of the following expression.
Answer with only the final number.

656 + 812
",1468
AR172,AR,"Compute the value of the following expression.
Answer with only the final number.

344 - 296
",48
AR173,AR,"Compute the value of the following expression.
Answer with only the final number.

953 - 379
",574
AR174,AR,"Compute the value of the following expression.
Answer with only the final number.

278 * 462
",128436
AR175,AR,"Compute the value of the following expression.
Answer with only the final number.

700 * 933
",653100
AR176,AR,"Compute the value of the following expression.
Answer with only the final number.

642 - 597
",45
AR177,AR,"Compute the value of the following expression.
Answer with only the final number.

701 * 592
",414992
AR178,AR,"Compute the value of the following expression.
Answer with only the final number.

626 - 555
",71
AR179,AR,"Compute the value of the following expression.
Answer with only the final number.

847 * 922
",780934
AR180,AR,"Compute the value of the following expression.
Answer with only the final number.

481 * 733
",352573
AR181,AR,"Compute the value of the following expression.
Answer with only the final number.

830 + 791
",1621
AR182,AR,"Compute the value of the following expression.
Answer with only the final number.

970 * 511
",495670
AR183,AR,"Compute the value of the following expression.
Answer with only the final number.

230 * 208
",47840
AR184,AR,"Compute the value of the following expression.
Answer with only the final number.

599 - 199
",400
AR185,AR,"Compute the value of the following expression.
Answer with only the final number.

671 * 235
",157685
AR186,AR,"Compute the value of the following expression.
Answer with only the final number.

815 - 344
",471
AR187,AR,"Compute the value of the following expression.
Answer with only the final number.

443 + 501
",944
AR188,AR,"Compute the value of the following expression.
Answer with only the final number.

828 - 634
",194
AR189,AR,"Compute the value of the following expression.
Answer with only the final number.

661 - 515
",146
AR190,AR,"Compute the value of the following expression.
Answer with only the final number.

720 + 584
",1304
AR191,AR,"Compute the value of the following expression.
Answer with only the final number.

790 * 576
",455040
AR192,AR,"Compute the value of the following expression.
Answer with only the final number.

637 - 552
",85
AR193,AR,"Compute the value of the following expression.
Answer with only the final number.

652 + 931
",1583
AR194,AR,"Compute the value of the following expression.
Answer with only the final number.

187 - 177
",10
AR195,AR,"Compute the value of the following expression.
Answer with only the final number.

280 + 722
",1002
AR196,AR,"Compute the value of the following expression.
Answer with only the final number.

486 - 276
",210
AR197,AR,"Compute the value of the following expression.
Answer with only the final number.

811 - 304
",507
AR198,AR,"Compute the value of the following expression.
Answer with only the final number.

261 - 130
",131
AR199,AR,"Compute the value of the following expression.
Answer with only the final number.

423 * 716
",302868
AR200,AR,"Compute the value of the following expression.
Answer with only the final number.

146 + 157
",303
AR201,AR,"Compute the value of the following expression.
Answer with only the final number.

366 * 534
",195444
AR202,AR,"Compute the value of the following expression.
Answer with only the final number.

448 - 415
",33
AR203,AR,"Compute the value of the following expression.
Answer with only the final number.

544 * 831
",452064
AR204,AR,"Compute the value of the following expression.
Answer with only the final number.

796 * 270
",214920
AR205,AR,"Compute the value of the following expression.
Answer with only the final number.

504 - 109
",395
AR206,AR,"Compute the value of the following expression.
Answer with only the final number.

710 - 708
",2
AR207,AR,"Compute the value of the following expression.
Answer with only the final number.

949 - 820
",129
AR208,AR,"Compute the value of the following expression.
Answer with only the final number.

977 - 724
",253
AR209,AR,"Compute the value of the following expression.
Answer with only the final number.

259 + 961
",1220
AR210,AR,"Compute the value of the following expression.
Answer with only the final number.

724 + 563
",1287
AR211,AR,"Compute the value of the following expression.
Answer with only the final number.

555 * 527
",292485
AR212,AR,"Compute the value of the following expression.
Answer with only the final number.

974 * 444
",432456
AR213,AR,"Compute the value of the following expression.
Answer with only the final number.

375 * 929
",348375
AR214,AR,"Compute the value of the following expression.
Answer with only the final number.

501 - 365
",136
AR215,AR,"Compute the value of the following expression.
Answer with only the final number.

688 * 605
",416240
AR216,AR,"Compute the value of the following expression.
Answer with only the final number.

952 - 353
",599
AR217,AR,"Compute the value of the following expression.
Answer with only the final number.

267 - 261
",6
AR218,AR,"Compute the value of the following expression.
Answer with only the final number.

261 - 135
",126
AR219,AR,"Compute the value of the following expression.
Answer with only the final number.

690 + 658
",1348
AR220,AR,"Compute the value of the following expression.
Answer with only the final number.

743 - 656
",87
AR221,AR,"Compute the value of the following expression.
Answer with only the final number.

540 + 554
",1094
AR222,AR,"Compute the value of the following expression.
Answer with only the final number.

663 + 514
",1177
AR223,AR,"Compute the value of the following expression.
Answer with only the final number.

835 + 834
",1669
AR224,AR,"Compute the value of the following expression.
Answer with only the final number.

172 + 935
",1107
AR225,AR,"Compute the value of the following expression.
Answer with only the final number.

946 + 761
",1707
AR226,AR,"Compute the value of the following expression.
Answer with only the final number.

830 - 597
",233
AR227,AR,"Compute the value of the following expression.
Answer with only the final number.

901 - 898
",3
AR228,AR,"Compute the value of the following expression.
Answer with only the final number.

809 + 409
",1218
AR229,AR,"Compute the value of the following expression.
Answer with only the final number.

435 * 937
",407595
AR230,AR,"Compute the value of the following expression.
Answer with only the final number.

630 * 562
",354060
AR231,AR,"Compute the value of the following expression.
Answer with only the final number.

798 * 165
",131670
AR232,AR,"Compute the value of the following expression.
Answer with only the final number.

926 - 888
",38
AR233,AR,"Compute the value of the following expression.
Answer with only the final number.

918 + 964
",1882
AR234,AR,"Compute the value of the following expression.
Answer with only the final number.

284 * 246
",69864
AR235,AR,"Compute the value of the following expression.
Answer with only the final number.

484 + 538
",1022
AR236,AR,"Compute the value of the following expression.
Answer with only the final number.

640 + 240
",880
AR237,AR,"Compute the value of the following expression.
Answer with only the final number.

600 - 196
",404
AR238,AR,"Compute the value of the following expression.
Answer with only the final number.

920 * 443
",407560
AR239,AR,"Compute the value of the following expression.
Answer with only the final number.

236 * 373
",88028
AR240,AR,"Compute the value of the following expression.
Answer with only the final number.

980 - 860
",120
AR241,AR,"Compute the value of the following expression.
Answer with only the final number.

992 - 385
",607
AR242,AR,"Compute the value of the following expression.
Answer with only the final number.

271 - 167
",104
AR243,AR,"Compute the value of the following expression.
Answer with only the final number.

552 - 335
",217
AR244,AR,"Compute the value of the following expression.
Answer with only the final number.

872 + 168
",1040
AR245,AR,"Compute the value of the following expression.
Answer with only the final number.

945 - 259
",686
AR246,AR,"Compute the value of the following expression.
Answer with only the final number.

950 * 674
",640300
AR247,AR,"Compute the value of the following expression.
Answer with only the final number.

503 - 248
",255
AR248,AR,"Compute the value of the following expression.
Answer with only the final number.

305 + 673
",978
AR249,AR,"Compute the value of the following expression.
Answer with only the final number.

249 * 317
",78933
AR250,AR,"Compute the value of the following expression.
Answer with only the final number.

841 - 794
",47
LOG001,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
All flowers are mammals. All mammals are beings. Spot is a flowers.

Question:
Is Spot a beings?
",Yes
LOG002,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
No dogs are living things. All objects are dogs. Max is a objects.

Question:
Is Max a living things?
",No
LOG003,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the light is on, then it is warm. the light is on is true.

Question:
Is it is warm true?
",Yes
LOG004,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If it rains, then the room is bright. it rains is false.

Question:
Is the room is bright true?
",No
LOG005,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
All fish are mammals. All mammals are items. Rocky is a fish.

Question:
Is Rocky a items?
",Yes
LOG006,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
No cats are organisms. All creatures are cats. Spot is a creatures.

Question:
Is Spot a organisms?
",No
LOG007,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the light is on, then the ground is wet. the light is on is true.

Question:
Is the ground is wet true?
",Yes
LOG008,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the light is on, then the room is bright. the light is on is false.

Question:
Is the room is bright true?
",No
LOG009,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
All birds are mammals. All mammals are beings. Rocky is a birds.

Question:
Is Rocky a beings?
",Yes
LOG010,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
No fish are animals. All beings are fish. Luna is a beings.

Question:
Is Luna a animals?
",No
LOG011,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the door is open, then the ground is wet. the door is open is true.

Question:
Is the ground is wet true?
",Yes
LOG012,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the sun shines, then the room is bright. the sun shines is false.

Question:
Is the room is bright true?
",No
LOG013,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
All cats are devices. All devices are things. Luna is a cats.

Question:
Is Luna a things?
",Yes
LOG014,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
No flowers are machines. All beings are flowers. Rocky is a beings.

Question:
Is Rocky a machines?
",No
LOG015,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the sun shines, then the room is bright. the sun shines is true.

Question:
Is the room is bright true?
",Yes
LOG016,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the light is on, then the room is bright. the light is on is false.

Question:
Is the room is bright true?
",No
LOG017,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
All robots are plants. All plants are entities. Luna is a robots.

Question:
Is Luna a entities?
",Yes
LOG018,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
No robots are animals. All items are robots. Luna is a items.

Question:
Is Luna a animals?
",No
LOG019,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the door is open, then the ground is wet. the door is open is true.

Question:
Is the ground is wet true?
",Yes
LOG020,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the door is open, then the room is bright. the door is open is false.

Question:
Is the room is bright true?
",No
LOG021,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
All dogs are devices. All devices are objects. Spot is a dogs.

Question:
Is Spot a objects?
",Yes
LOG022,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
No dogs are machines. All entities are dogs. Rocky is a entities.

Question:
Is Rocky a machines?
",No
LOG023,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the sun shines, then it is warm. the sun shines is true.

Question:
Is it is warm true?
",Yes
LOG024,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the light is on, then the room is bright. the light is on is false.

Question:
Is the room is bright true?
",No
LOG025,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
All computers are animals. All animals are entities. Fluffy is a computers.

Question:
Is Fluffy a entities?
",Yes
LOG026,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
No dogs are plants. All objects are dogs. Charlie is a objects.

Question:
Is Charlie a plants?
",No
LOG027,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If it rains, then the room is bright. it rains is true.

Question:
Is the room is bright true?
",Yes
LOG028,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the light is on, then air flows through. the light is on is false.

Question:
Is air flows through true?
",No
LOG029,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
All robots are machines. All machines are objects. Charlie is a robots.

Question:
Is Charlie a objects?
",Yes
LOG030,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
No robots are machines. All things are robots. Buddy is a things.

Question:
Is Buddy a machines?
",No
LOG031,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If it rains, then air flows through. it rains is true.

Question:
Is air flows through true?
",Yes
LOG032,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the light is on, then air flows through. the light is on is false.

Question:
Is air flows through true?
",No
LOG033,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
All cats are mammals. All mammals are things. Daisy is a cats.

Question:
Is Daisy a things?
",Yes
LOG034,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
No flowers are animals. All things are flowers. Rocky is a things.

Question:
Is Rocky a animals?
",No
LOG035,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the sun shines, then it is warm. the sun shines is true.

Question:
Is it is warm true?
",Yes
LOG036,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If it rains, then the room is bright. it rains is false.

Question:
Is the room is bright true?
",No
LOG037,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
All dogs are mammals. All mammals are objects. Rocky is a dogs.

Question:
Is Rocky a objects?
",Yes
LOG038,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
No computers are organisms. All objects are computers. Buddy is a objects.

Question:
Is Buddy a organisms?
",No
LOG039,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If it rains, then it is warm. it rains is true.

Question:
Is it is warm true?
",Yes
LOG040,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the light is on, then air flows through. the light is on is false.

Question:
Is air flows through true?
",No
LOG041,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
All dogs are living things. All living things are creatures. Spot is a dogs.

Question:
Is Spot a creatures?
",Yes
LOG042,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
No computers are animals. All beings are computers. Daisy is a beings.

Question:
Is Daisy a animals?
",No
LOG043,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the door is open, then the room is bright. the door is open is true.

Question:
Is the room is bright true?
",Yes
LOG044,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the light is on, then it is warm. the light is on is false.

Question:
Is it is warm true?
",No
LOG045,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
All computers are devices. All devices are beings. Fluffy is a computers.

Question:
Is Fluffy a beings?
",Yes
LOG046,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
No birds are machines. All things are birds. Charlie is a things.

Question:
Is Charlie a machines?
",No
LOG047,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the door is open, then it is warm. the door is open is true.

Question:
Is it is warm true?
",Yes
LOG048,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the door is open, then the room is bright. the door is open is false.

Question:
Is the room is bright true?
",No
LOG049,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
All cats are devices. All devices are creatures. Spot is a cats.

Question:
Is Spot a creatures?
",Yes
LOG050,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
No fish are organisms. All creatures are fish. Daisy is a creatures.

Question:
Is Daisy a organisms?
",No
LOG051,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the light is on, then air flows through. the light is on is true.

Question:
Is air flows through true?
",Yes
LOG052,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If it rains, then air flows through. it rains is false.

Question:
Is air flows through true?
",No
LOG053,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
All computers are machines. All machines are entities. Spot is a computers.

Question:
Is Spot a entities?
",Yes
LOG054,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
No fish are living things. All creatures are fish. Charlie is a creatures.

Question:
Is Charlie a living things?
",No
LOG055,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the door is open, then air flows through. the door is open is true.

Question:
Is air flows through true?
",Yes
LOG056,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the door is open, then the ground is wet. the door is open is false.

Question:
Is the ground is wet true?
",No
LOG057,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
All computers are devices. All devices are objects. Spot is a computers.

Question:
Is Spot a objects?
",Yes
LOG058,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
No computers are devices. All entities are computers. Luna is a entities.

Question:
Is Luna a devices?
",No
LOG059,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the light is on, then it is warm. the light is on is true.

Question:
Is it is warm true?
",Yes
LOG060,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the sun shines, then it is warm. the sun shines is false.

Question:
Is it is warm true?
",No
LOG061,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
All flowers are organisms. All organisms are items. Charlie is a flowers.

Question:
Is Charlie a items?
",Yes
LOG062,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
No flowers are living things. All creatures are flowers. Rocky is a creatures.

Question:
Is Rocky a living things?
",No
LOG063,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the sun shines, then the ground is wet. the sun shines is true.

Question:
Is the ground is wet true?
",Yes
LOG064,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the door is open, then it is warm. the door is open is false.

Question:
Is it is warm true?
",No
LOG065,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
All dogs are organisms. All organisms are things. Buddy is a dogs.

Question:
Is Buddy a things?
",Yes
LOG066,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
No fish are devices. All things are fish. Rocky is a things.

Question:
Is Rocky a devices?
",No
LOG067,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If it rains, then it is warm. it rains is true.

Question:
Is it is warm true?
",Yes
LOG068,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the light is on, then air flows through. the light is on is false.

Question:
Is air flows through true?
",No
LOG069,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
All fish are organisms. All organisms are beings. Charlie is a fish.

Question:
Is Charlie a beings?
",Yes
LOG070,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
No cats are mammals. All items are cats. Buddy is a items.

Question:
Is Buddy a mammals?
",No
LOG071,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the sun shines, then the room is bright. the sun shines is true.

Question:
Is the room is bright true?
",Yes
LOG072,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the door is open, then it is warm. the door is open is false.

Question:
Is it is warm true?
",No
LOG073,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
All birds are living things. All living things are entities. Rocky is a birds.

Question:
Is Rocky a entities?
",Yes
LOG074,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
No computers are devices. All objects are computers. Daisy is a objects.

Question:
Is Daisy a devices?
",No
LOG075,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the sun shines, then it is warm. the sun shines is true.

Question:
Is it is warm true?
",Yes
LOG076,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the door is open, then it is warm. the door is open is false.

Question:
Is it is warm true?
",No
LOG077,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
All trees are machines. All machines are beings. Daisy is a trees.

Question:
Is Daisy a beings?
",Yes
LOG078,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
No dogs are living things. All entities are dogs. Daisy is a entities.

Question:
Is Daisy a living things?
",No
LOG079,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the light is on, then the ground is wet. the light is on is true.

Question:
Is the ground is wet true?
",Yes
LOG080,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the sun shines, then it is warm. the sun shines is false.

Question:
Is it is warm true?
",No
LOG081,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
All trees are machines. All machines are entities. Charlie is a trees.

Question:
Is Charlie a entities?
",Yes
LOG082,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
No flowers are devices. All objects are flowers. Charlie is a objects.

Question:
Is Charlie a devices?
",No
LOG083,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If it rains, then the room is bright. it rains is true.

Question:
Is the room is bright true?
",Yes
LOG084,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the door is open, then it is warm. the door is open is false.

Question:
Is it is warm true?
",No
LOG085,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
All robots are animals. All animals are things. Max is a robots.

Question:
Is Max a things?
",Yes
LOG086,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
No fish are organisms. All items are fish. Daisy is a items.

Question:
Is Daisy a organisms?
",No
LOG087,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If it rains, then air flows through. it rains is true.

Question:
Is air flows through true?
",Yes
LOG088,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the light is on, then the room is bright. the light is on is false.

Question:
Is the room is bright true?
",No
LOG089,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
All flowers are machines. All machines are objects. Max is a flowers.

Question:
Is Max a objects?
",Yes
LOG090,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
No flowers are devices. All beings are flowers. Fluffy is a beings.

Question:
Is Fluffy a devices?
",No
LOG091,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the light is on, then it is warm. the light is on is true.

Question:
Is it is warm true?
",Yes
LOG092,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the light is on, then it is warm. the light is on is false.

Question:
Is it is warm true?
",No
LOG093,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
All birds are devices. All devices are beings. Luna is a birds.

Question:
Is Luna a beings?
",Yes
LOG094,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
No dogs are devices. All things are dogs. Fluffy is a things.

Question:
Is Fluffy a devices?
",No
LOG095,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the door is open, then the ground is wet. the door is open is true.

Question:
Is the ground is wet true?
",Yes
LOG096,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the door is open, then it is warm. the door is open is false.

Question:
Is it is warm true?
",No
LOG097,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
All fish are living things. All living things are creatures. Rocky is a fish.

Question:
Is Rocky a creatures?
",Yes
LOG098,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
No fish are machines. All things are fish. Charlie is a things.

Question:
Is Charlie a machines?
",No
LOG099,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If it rains, then air flows through. it rains is true.

Question:
Is air flows through true?
",Yes
LOG100,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the sun shines, then the ground is wet. the sun shines is false.

Question:
Is the ground is wet true?
",No
LOG101,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
All robots are plants. All plants are items. Rocky is a robots.

Question:
Is Rocky a items?
",Yes
LOG102,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
No birds are machines. All items are birds. Luna is a items.

Question:
Is Luna a machines?
",No
LOG103,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the door is open, then the ground is wet. the door is open is true.

Question:
Is the ground is wet true?
",Yes
LOG104,LOG,"Read the passage and answer the question.
Answer with only Yes or No.

Passage:
If the light is on, then the ground is wet. the light is on is false.

Question:
Is the ground is wet true?
",No
