id,category,variant,trial,status,latency_wall_s,latency_compute_s,expected_answer,final_output,correct,log_file
T3_0086,AR,phi2_server_grammar,2,ok,1.8009,1.7961,14641,14641,1,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0086__phi2_server_grammar__r2.json
T3_0086,AR,phi2_server_grammar,3,ok,1.8060,1.8017,14641,14641,1,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0086__phi2_server_grammar__r3.json
T3_0052,AR,phi2_server_grammar,1,ok,1.3658,1.3487,330,550,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0052__phi2_server_grammar__r1.json
T3_0052,AR,phi2_server_grammar,2,ok,1.3600,1.3556,330,550,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0052__phi2_server_grammar__r2.json
T3_0052,AR,phi2_server_grammar,3,ok,1.3636,1.3498,330,550,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0052__phi2_server_grammar__r3.json
T3_0231,AR,phi2_server_grammar,1,ok,1.8161,1.7979,648,572,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0231__phi2_server_grammar__r1.json
T3_0231,AR,phi2_server_grammar,2,ok,1.8057,1.8012,648,572,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0231__phi2_server_grammar__r2.json
T3_0231,AR,phi2_server_grammar,3,ok,1.8034,1.7989,648,572,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0231__phi2_server_grammar__r3.json
T3_0229,AR,phi2_server_grammar,1,ok,1.8148,1.7983,8645,8555,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0229__phi2_server_grammar__r1.json
T3_0229,AR,phi2_server_grammar,2,ok,1.8021,1.7976,8645,8555,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0229__phi2_server_grammar__r2.json
T3_0229,AR,phi2_server_grammar,3,ok,1.8100,1.8055,8645,8555,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0229__phi2_server_grammar__r3.json
T3_0071,AR,phi2_server_grammar,1,ok,1.3682,1.3527,12,12,1,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0071__phi2_server_grammar__r1.json
T3_0071,AR,phi2_server_grammar,2,ok,1.3515,1.3472,12,12,1,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0071__phi2_server_grammar__r2.json
T3_0071,AR,phi2_server_grammar,3,ok,1.3580,1.3537,12,12,1,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0071__phi2_server_grammar__r3.json
T3_0236,AR,phi2_server_grammar,1,ok,1.8181,1.8028,1060,1060,1,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0236__phi2_server_grammar__r1.json
T3_0236,AR,phi2_server_grammar,2,ok,1.8044,1.7999,1060,1060,1,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0236__phi2_server_grammar__r2.json
T3_0236,AR,phi2_server_grammar,3,ok,1.8017,1.7972,1060,1060,1,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0236__phi2_server_grammar__r3.json
T3_0180,AR,phi2_server_grammar,1,ok,4.1925,4.1756,55,55,1,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0180__phi2_server_grammar__r1.json
T3_0180,AR,phi2_server_grammar,2,ok,1.3525,1.3482,55,55,1,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0180__phi2_server_grammar__r2.json
T3_0180,AR,phi2_server_grammar,3,ok,1.3525,1.3481,55,55,1,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0180__phi2_server_grammar__r3.json
T3_0221,AR,phi2_server_grammar,1,ok,4.1893,4.1719,95,95,1,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0221__phi2_server_grammar__r1.json
T3_0221,AR,phi2_server_grammar,2,ok,1.3537,1.3493,95,95,1,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0221__phi2_server_grammar__r2.json
T3_0221,AR,phi2_server_grammar,3,ok,1.3563,1.3517,95,95,1,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0221__phi2_server_grammar__r3.json
T3_0248,AR,phi2_server_grammar,1,ok,1.3667,1.3505,25,25,1,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0248__phi2_server_grammar__r1.json
T3_0248,AR,phi2_server_grammar,2,ok,1.3539,1.3496,25,25,1,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0248__phi2_server_grammar__r2.json
T3_0248,AR,phi2_server_grammar,3,ok,1.3510,1.3466,25,25,1,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0248__phi2_server_grammar__r3.json
T3_0159,AR,phi2_server_grammar,1,ok,1.3663,1.3504,180,180,1,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0159__phi2_server_grammar__r1.json
T3_0159,AR,phi2_server_grammar,2,ok,1.3621,1.3574,180,180,1,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0159__phi2_server_grammar__r2.json
T3_0159,AR,phi2_server_grammar,3,ok,1.3563,1.3519,180,180,1,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0159__phi2_server_grammar__r3.json
T3_0216,AR,phi2_server_grammar,1,ok,1.3643,1.3476,180,240,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0216__phi2_server_grammar__r1.json
T3_0216,AR,phi2_server_grammar,2,ok,1.3584,1.3539,180,240,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0216__phi2_server_grammar__r2.json
T3_0216,AR,phi2_server_grammar,3,ok,1.3527,1.3483,180,240,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0216__phi2_server_grammar__r3.json
T3_0227,AR,phi2_server_grammar,1,ok,1.8204,1.8033,810,846,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0227__phi2_server_grammar__r1.json
T3_0227,AR,phi2_server_grammar,2,ok,1.8044,1.8000,810,846,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0227__phi2_server_grammar__r2.json
T3_0227,AR,phi2_server_grammar,3,ok,1.8059,1.8015,810,846,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0227__phi2_server_grammar__r3.json
T3_0177,AR,phi2_server_grammar,1,ok,1.8233,1.8062,649,657,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0177__phi2_server_grammar__r1.json
T3_0177,AR,phi2_server_grammar,2,ok,1.8113,1.8068,649,657,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0177__phi2_server_grammar__r2.json
T3_0177,AR,phi2_server_grammar,3,ok,1.8054,1.8010,649,657,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0177__phi2_server_grammar__r3.json
T3_0190,AR,phi2_server_grammar,1,ok,1.8316,1.8146,301,539,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0190__phi2_server_grammar__r1.json
T3_0190,AR,phi2_server_grammar,2,ok,1.8056,1.8013,301,539,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0190__phi2_server_grammar__r2.json
T3_0190,AR,phi2_server_grammar,3,ok,1.8097,1.8053,301,539,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0190__phi2_server_grammar__r3.json
T3_0065,AR,phi2_server_grammar,1,ok,4.1785,4.1617,32,32,1,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0065__phi2_server_grammar__r1.json
T3_0065,AR,phi2_server_grammar,2,ok,1.3540,1.3495,32,32,1,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0065__phi2_server_grammar__r2.json
T3_0065,AR,phi2_server_grammar,3,ok,1.3535,1.3491,32,32,1,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0065__phi2_server_grammar__r3.json
T3_0209,AR,phi2_server_grammar,1,ok,1.8259,1.8097,474,456,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0209__phi2_server_grammar__r1.json
T3_0209,AR,phi2_server_grammar,2,ok,1.8043,1.7999,474,456,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0209__phi2_server_grammar__r2.json
T3_0209,AR,phi2_server_grammar,3,ok,1.8033,1.7988,474,456,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0209__phi2_server_grammar__r3.json
T3_0067,AR,phi2_server_grammar,1,ok,1.8152,1.7987,4134,4134,1,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0067__phi2_server_grammar__r1.json
T3_0067,AR,phi2_server_grammar,2,ok,1.8004,1.7960,4134,4134,1,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0067__phi2_server_grammar__r2.json
T3_0067,AR,phi2_server_grammar,3,ok,1.8070,1.8026,4134,4134,1,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0067__phi2_server_grammar__r3.json
T3_0068,AR,phi2_server_grammar,1,ok,1.3682,1.3515,228,312,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0068__phi2_server_grammar__r1.json
T3_0068,AR,phi2_server_grammar,2,ok,1.3575,1.3530,228,312,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0068__phi2_server_grammar__r2.json
T3_0068,AR,phi2_server_grammar,3,ok,1.3551,1.3507,228,312,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0068__phi2_server_grammar__r3.json
T3_0069,AR,phi2_server_grammar,1,ok,4.6247,4.6118,276,408,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0069__phi2_server_grammar__r1.json
T3_0069,AR,phi2_server_grammar,2,ok,1.3524,1.3479,276,408,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0069__phi2_server_grammar__r2.json
T3_0069,AR,phi2_server_grammar,3,ok,1.3518,1.3474,276,408,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0069__phi2_server_grammar__r3.json
T3_0219,AR,phi2_server_grammar,1,ok,1.3683,1.3514,20,56,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0219__phi2_server_grammar__r1.json
T3_0219,AR,phi2_server_grammar,2,ok,1.3583,1.3539,20,56,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0219__phi2_server_grammar__r2.json
T3_0219,AR,phi2_server_grammar,3,ok,1.3563,1.3517,20,56,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0219__phi2_server_grammar__r3.json
T3_0071,AR,phi2_server_grammar,1,ok,1.3667,1.3502,12,12,1,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0071__phi2_server_grammar__r1.json
T3_0071,AR,phi2_server_grammar,2,ok,1.3522,1.3478,12,12,1,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0071__phi2_server_grammar__r2.json
T3_0071,AR,phi2_server_grammar,3,ok,1.3584,1.3539,12,12,1,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0071__phi2_server_grammar__r3.json
T3_0225,AR,phi2_server_grammar,1,ok,5.3104,5.2946,665,721,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0225__phi2_server_grammar__r1.json
T3_0225,AR,phi2_server_grammar,2,ok,1.8069,1.8024,665,721,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0225__phi2_server_grammar__r2.json
T3_0225,AR,phi2_server_grammar,3,ok,1.8122,1.8078,665,721,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0225__phi2_server_grammar__r3.json
T3_0113,AR,phi2_server_grammar,1,ok,4.1829,4.1655,8,8,1,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0113__phi2_server_grammar__r1.json
T3_0113,AR,phi2_server_grammar,2,ok,1.3532,1.3487,8,8,1,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0113__phi2_server_grammar__r2.json
T3_0113,AR,phi2_server_grammar,3,ok,1.3522,1.3477,8,8,1,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0113__phi2_server_grammar__r3.json
T3_0222,AR,phi2_server_grammar,1,ok,1.8191,1.8016,108,756,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0222__phi2_server_grammar__r1.json
T3_0222,AR,phi2_server_grammar,2,ok,1.8078,1.8033,108,756,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0222__phi2_server_grammar__r2.json
T3_0222,AR,phi2_server_grammar,3,ok,1.8034,1.7990,108,756,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0222__phi2_server_grammar__r3.json
T3_0177,AR,phi2_server_grammar,1,ok,1.8155,1.7981,649,657,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0177__phi2_server_grammar__r1.json
T3_0177,AR,phi2_server_grammar,2,ok,1.8125,1.8080,649,657,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0177__phi2_server_grammar__r2.json
T3_0177,AR,phi2_server_grammar,3,ok,1.7991,1.7946,649,657,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0177__phi2_server_grammar__r3.json
T3_0216,AR,phi2_server_grammar,1,ok,1.3642,1.3471,180,240,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0216__phi2_server_grammar__r1.json
T3_0216,AR,phi2_server_grammar,2,ok,1.3546,1.3501,180,240,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0216__phi2_server_grammar__r2.json
T3_0216,AR,phi2_server_grammar,3,ok,1.3517,1.3473,180,240,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0216__phi2_server_grammar__r3.json
T3_0113,AR,phi2_server_grammar,1,ok,1.3625,1.3462,8,8,1,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0113__phi2_server_grammar__r1.json
T3_0113,AR,phi2_server_grammar,2,ok,1.3500,1.3455,8,8,1,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0113__phi2_server_grammar__r2.json
T3_0113,AR,phi2_server_grammar,3,ok,1.3501,1.3456,8,8,1,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0113__phi2_server_grammar__r3.json
T3_0078,AR,phi2_server_grammar,1,ok,1.3723,1.3566,23,23,1,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0078__phi2_server_grammar__r1.json
T3_0078,AR,phi2_server_grammar,2,ok,1.3508,1.3464,23,23,1,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0078__phi2_server_grammar__r2.json
T3_0078,AR,phi2_server_grammar,3,ok,1.3500,1.3456,23,23,1,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0078__phi2_server_grammar__r3.json
T3_0159,AR,phi2_server_grammar,1,ok,1.3651,1.3491,180,180,1,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0159__phi2_server_grammar__r1.json
T3_0159,AR,phi2_server_grammar,2,ok,1.3505,1.3461,180,180,1,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0159__phi2_server_grammar__r2.json
T3_0159,AR,phi2_server_grammar,3,ok,1.3568,1.3521,180,180,1,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0159__phi2_server_grammar__r3.json
T3_0080,AR,phi2_server_grammar,1,ok,1.3644,1.3482,10000,10000,1,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0080__phi2_server_grammar__r1.json
T3_0080,AR,phi2_server_grammar,2,ok,1.3980,1.3935,10000,10000,1,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0080__phi2_server_grammar__r2.json
T3_0080,AR,phi2_server_grammar,3,ok,1.4021,1.3974,10000,10000,1,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0080__phi2_server_grammar__r3.json
T3_0180,AR,phi2_server_grammar,1,ok,1.4250,1.4086,55,55,1,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0180__phi2_server_grammar__r1.json
T3_0180,AR,phi2_server_grammar,2,ok,1.4064,1.4018,55,55,1,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0180__phi2_server_grammar__r2.json
T3_0180,AR,phi2_server_grammar,3,ok,1.4067,1.4021,55,55,1,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0180__phi2_server_grammar__r3.json
T3_0192,AR,phi2_server_grammar,1,ok,1.4201,1.4032,324,4,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0192__phi2_server_grammar__r1.json
T3_0192,AR,phi2_server_grammar,2,ok,1.4081,1.4035,324,4,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0192__phi2_server_grammar__r2.json
T3_0192,AR,phi2_server_grammar,3,ok,1.4030,1.3985,324,4,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0192__phi2_server_grammar__r3.json
T3_0209,AR,phi2_server_grammar,1,ok,1.8898,1.8726,474,456,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0209__phi2_server_grammar__r1.json
T3_0209,AR,phi2_server_grammar,2,ok,1.8763,1.8718,474,456,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0209__phi2_server_grammar__r2.json
T3_0209,AR,phi2_server_grammar,3,ok,1.8803,1.8757,474,456,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0209__phi2_server_grammar__r3.json
T3_0199,AR,phi2_server_grammar,1,ok,1.4234,1.4054,152,160,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0199__phi2_server_grammar__r1.json
T3_0199,AR,phi2_server_grammar,2,ok,1.4118,1.4073,152,160,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0199__phi2_server_grammar__r2.json
T3_0199,AR,phi2_server_grammar,3,ok,1.4078,1.4033,152,160,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0199__phi2_server_grammar__r3.json
T3_0244,AR,phi2_server_grammar,1,ok,1.8887,1.8711,657,567,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0244__phi2_server_grammar__r1.json
T3_0244,AR,phi2_server_grammar,2,ok,1.8777,1.8732,657,567,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0244__phi2_server_grammar__r2.json
T3_0244,AR,phi2_server_grammar,3,ok,1.8718,1.8673,657,567,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0244__phi2_server_grammar__r3.json
T3_0086,AR,phi2_server_grammar,1,ok,1.8945,1.8774,14641,14641,1,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0086__phi2_server_grammar__r1.json
T3_0086,AR,phi2_server_grammar,2,ok,1.8799,1.8753,14641,14641,1,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0086__phi2_server_grammar__r2.json
T3_0086,AR,phi2_server_grammar,3,ok,1.8682,1.8637,14641,14641,1,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0086__phi2_server_grammar__r3.json
T3_0087,AR,phi2_server_grammar,1,ok,1.8916,1.8744,225,1125,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0087__phi2_server_grammar__r1.json
T3_0087,AR,phi2_server_grammar,2,ok,1.8781,1.8735,225,1125,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0087__phi2_server_grammar__r2.json
T3_0087,AR,phi2_server_grammar,3,ok,1.8741,1.8695,225,1125,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0087__phi2_server_grammar__r3.json
T3_0242,AR,phi2_server_grammar,1,ok,1.4180,1.4009,216,216,1,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0242__phi2_server_grammar__r1.json
T3_0242,AR,phi2_server_grammar,2,ok,1.4161,1.4116,216,216,1,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0242__phi2_server_grammar__r2.json
T3_0242,AR,phi2_server_grammar,3,ok,1.4094,1.4047,216,216,1,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0242__phi2_server_grammar__r3.json
T3_0172,AR,phi2_server_grammar,1,ok,1.8896,1.8722,1264,992,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0172__phi2_server_grammar__r1.json
T3_0172,AR,phi2_server_grammar,2,ok,1.8833,1.8787,1264,992,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0172__phi2_server_grammar__r2.json
T3_0172,AR,phi2_server_grammar,3,ok,1.8764,1.8717,1264,992,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0172__phi2_server_grammar__r3.json
T3_0090,AR,phi2_server_grammar,1,ok,4.2008,4.1825,78,78,1,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0090__phi2_server_grammar__r1.json
T3_0090,AR,phi2_server_grammar,2,ok,1.3765,1.3720,78,78,1,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0090__phi2_server_grammar__r2.json
T3_0090,AR,phi2_server_grammar,3,ok,1.4017,1.3971,78,78,1,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0090__phi2_server_grammar__r3.json
T3_0169,AR,phi2_server_grammar,1,ok,1.8901,1.8727,412,438,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0169__phi2_server_grammar__r1.json
T3_0169,AR,phi2_server_grammar,2,ok,1.8737,1.8690,412,438,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0169__phi2_server_grammar__r2.json
T3_0169,AR,phi2_server_grammar,3,ok,1.8700,1.8655,412,438,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0169__phi2_server_grammar__r3.json
T3_0174,AR,phi2_server_grammar,1,ok,1.4175,1.4009,10,10,1,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0174__phi2_server_grammar__r1.json
T3_0174,AR,phi2_server_grammar,2,ok,1.4044,1.3999,10,10,1,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0174__phi2_server_grammar__r2.json
T3_0174,AR,phi2_server_grammar,3,ok,1.4067,1.4022,10,10,1,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0174__phi2_server_grammar__r3.json
T3_0093,AR,phi2_server_grammar,1,ok,1.8876,1.8712,18,-54,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0093__phi2_server_grammar__r1.json
T3_0093,AR,phi2_server_grammar,2,ok,1.8744,1.8699,18,-54,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0093__phi2_server_grammar__r2.json
T3_0093,AR,phi2_server_grammar,3,ok,1.8733,1.8688,18,-54,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0093__phi2_server_grammar__r3.json
T3_0231,AR,phi2_server_grammar,1,ok,1.8926,1.8748,648,572,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0231__phi2_server_grammar__r1.json
T3_0231,AR,phi2_server_grammar,2,ok,1.8783,1.8738,648,572,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0231__phi2_server_grammar__r2.json
T3_0231,AR,phi2_server_grammar,3,ok,1.8838,1.8793,648,572,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0231__phi2_server_grammar__r3.json
T3_0192,AR,phi2_server_grammar,1,ok,1.4247,1.4065,324,4,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0192__phi2_server_grammar__r1.json
T3_0192,AR,phi2_server_grammar,2,ok,1.4112,1.4047,324,4,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0192__phi2_server_grammar__r2.json
T3_0192,AR,phi2_server_grammar,3,ok,1.4058,1.4007,324,4,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0192__phi2_server_grammar__r3.json
T3_0228,AR,phi2_server_grammar,1,ok,1.8993,1.8768,97,-115,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0228__phi2_server_grammar__r1.json
T3_0228,AR,phi2_server_grammar,2,ok,1.8764,1.8715,97,-115,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0228__phi2_server_grammar__r2.json
T3_0228,AR,phi2_server_grammar,3,ok,1.8791,1.8739,97,-115,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0228__phi2_server_grammar__r3.json
T3_0221,AR,phi2_server_grammar,1,ok,4.1949,4.1751,95,95,1,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0221__phi2_server_grammar__r1.json
T3_0221,AR,phi2_server_grammar,2,ok,1.3808,1.3763,95,95,1,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0221__phi2_server_grammar__r2.json
T3_0221,AR,phi2_server_grammar,3,ok,1.4033,1.3988,95,95,1,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0221__phi2_server_grammar__r3.json
T3_0236,AR,phi2_server_grammar,1,ok,1.8892,1.8725,1060,1060,1,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0236__phi2_server_grammar__r1.json
T3_0236,AR,phi2_server_grammar,2,ok,1.8775,1.8729,1060,1060,1,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0236__phi2_server_grammar__r2.json
T3_0236,AR,phi2_server_grammar,3,ok,1.8686,1.8641,1060,1060,1,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0236__phi2_server_grammar__r3.json
T3_0249,AR,phi2_server_grammar,1,ok,1.8864,1.8695,-224,-28,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0249__phi2_server_grammar__r1.json
T3_0249,AR,phi2_server_grammar,2,ok,1.8742,1.8696,-224,-28,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0249__phi2_server_grammar__r2.json
T3_0249,AR,phi2_server_grammar,3,ok,1.8737,1.8690,-224,-28,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0249__phi2_server_grammar__r3.json
T3_0199,AR,phi2_server_grammar,1,ok,1.4216,1.4043,152,160,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0199__phi2_server_grammar__r1.json
T3_0199,AR,phi2_server_grammar,2,ok,1.4048,1.4002,152,160,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0199__phi2_server_grammar__r2.json
T3_0199,AR,phi2_server_grammar,3,ok,1.4046,1.4002,152,160,0,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0199__phi2_server_grammar__r3.json
T3_0161,AR,phi2_server_grammar,1,ok,4.2079,4.1914,108,108,1,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0161__phi2_server_grammar__r1.json
T3_0161,AR,phi2_server_grammar,2,ok,1.4026,1.3981,108,108,1,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0161__phi2_server_grammar__r2.json
T3_0161,AR,phi2_server_grammar,3,ok,1.4081,1.4036,108,108,1,outputs/logs/t3_phi2_server_grammar_r3_20251227_192032/T3_0161__phi2_server_grammar__r3.json
